persona,user_id,parent_asin,average_rating,title,text
"{""evidence"":{""negative_examples"":[""Didn't work for me."",""Overpriced for What You're Getting""],""positive_examples"":[""Great Hold, but Sticky"",""Excellent Quality Body Wash"",""Impressed!""]},""preferences"":{""what_they_value"":[""effectiveness"",""quality ingredients"",""value for money""],""liked_attributes"":[""moisturizing effects"",""strong hold"",""natural ingredients""],""common_complaints"":[""products too expensive"",""lack of visible results""],""disliked_attributes"":[""high price for low value"",""sticky texture""],""liked_product_types"":[""hair styling products"",""skincare moisturizers"",""body washes""],""disliked_product_types"":[""overpriced beauty products"",""ineffective lash enhancers""]},""writing_style"":{""tone"":""casual"",""length"":""medium"",""formality"":""casual"",""detail_level"":""medium"",""common_phrases"":[""I did not notice"",""leaves my hair feeling"",""excellent quality"",""overpriced for what you're getting""],""vocabulary_markers"":[""personal experience"",""observed effects"",""product attributes""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4,""rating_patterns"":""Gives 4-5 stars for effective products despite price concerns, 2-3 stars for underperforming or overpriced items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":11,""5"":4}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""medium"",""quality_sensitivity"":""high"",""preferred_categories"":[""All Beauty""],""verified_purchase_ratio"":0.11}}",AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B07MMW5654,4,"A Soft, Moisturized Finish","Pricey, but it’s a high quality scrub. Great texture and exfoliation."
"{""evidence"":{""negative_examples"":[""Didn't work for me."",""Overpriced for What You're Getting""],""positive_examples"":[""Great Hold, but Sticky"",""Excellent Quality Body Wash"",""Impressed!""]},""preferences"":{""what_they_value"":[""effectiveness"",""quality ingredients"",""value for money""],""liked_attributes"":[""moisturizing effects"",""strong hold"",""natural ingredients""],""common_complaints"":[""products too expensive"",""lack of visible results""],""disliked_attributes"":[""high price for low value"",""sticky texture""],""liked_product_types"":[""hair styling products"",""skincare moisturizers"",""body washes""],""disliked_product_types"":[""overpriced beauty products"",""ineffective lash enhancers""]},""writing_style"":{""tone"":""casual"",""length"":""medium"",""formality"":""casual"",""detail_level"":""medium"",""common_phrases"":[""I did not notice"",""leaves my hair feeling"",""excellent quality"",""overpriced for what you're getting""],""vocabulary_markers"":[""personal experience"",""observed effects"",""product attributes""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4,""rating_patterns"":""Gives 4-5 stars for effective products despite price concerns, 2-3 stars for underperforming or overpriced items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":11,""5"":4}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""medium"",""quality_sensitivity"":""high"",""preferred_categories"":[""All Beauty""],""verified_purchase_ratio"":0.11}}",AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B07SHHXSPL,3,Overpriced for What You're Getting,"This shampoo smells great. The scent is very natural, but unfortunately it's not. Rather than using the pricier essential oils of peppermint and lavender, the company uses synthesized fragrance. The lather is decent and washes your hair about as well as any bargain-priced brand from the supermarket shelf. I did notice that it leaves my hair feeling a bit flat. There is no reason for the high price aside from name familiarity, as this brand is used by some hotel chains."
"{""evidence"":{""negative_examples"":[""Didn't work for me."",""Overpriced for What You're Getting""],""positive_examples"":[""Great Hold, but Sticky"",""Excellent Quality Body Wash"",""Impressed!""]},""preferences"":{""what_they_value"":[""effectiveness"",""quality ingredients"",""value for money""],""liked_attributes"":[""moisturizing effects"",""strong hold"",""natural ingredients""],""common_complaints"":[""products too expensive"",""lack of visible results""],""disliked_attributes"":[""high price for low value"",""sticky texture""],""liked_product_types"":[""hair styling products"",""skincare moisturizers"",""body washes""],""disliked_product_types"":[""overpriced beauty products"",""ineffective lash enhancers""]},""writing_style"":{""tone"":""casual"",""length"":""medium"",""formality"":""casual"",""detail_level"":""medium"",""common_phrases"":[""I did not notice"",""leaves my hair feeling"",""excellent quality"",""overpriced for what you're getting""],""vocabulary_markers"":[""personal experience"",""observed effects"",""product attributes""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4,""rating_patterns"":""Gives 4-5 stars for effective products despite price concerns, 2-3 stars for underperforming or overpriced items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":11,""5"":4}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""medium"",""quality_sensitivity"":""high"",""preferred_categories"":[""All Beauty""],""verified_purchase_ratio"":0.11}}",AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B07ND4HPHT,5,Great Hold and Finish,"This is a great product. The hold is strong, the finish is truly matte, and the price is a lot better than comparable clays, waxes and fibers. It has a light, masculine scent."
"{""evidence"":{""negative_examples"":[""Didn't work for me."",""Overpriced for What You're Getting""],""positive_examples"":[""Great Hold, but Sticky"",""Excellent Quality Body Wash"",""Impressed!""]},""preferences"":{""what_they_value"":[""effectiveness"",""quality ingredients"",""value for money""],""liked_attributes"":[""moisturizing effects"",""strong hold"",""natural ingredients""],""common_complaints"":[""products too expensive"",""lack of visible results""],""disliked_attributes"":[""high price for low value"",""sticky texture""],""liked_product_types"":[""hair styling products"",""skincare moisturizers"",""body washes""],""disliked_product_types"":[""overpriced beauty products"",""ineffective lash enhancers""]},""writing_style"":{""tone"":""casual"",""length"":""medium"",""formality"":""casual"",""detail_level"":""medium"",""common_phrases"":[""I did not notice"",""leaves my hair feeling"",""excellent quality"",""overpriced for what you're getting""],""vocabulary_markers"":[""personal experience"",""observed effects"",""product attributes""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4,""rating_patterns"":""Gives 4-5 stars for effective products despite price concerns, 2-3 stars for underperforming or overpriced items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":11,""5"":4}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""medium"",""quality_sensitivity"":""high"",""preferred_categories"":[""All Beauty""],""verified_purchase_ratio"":0.11}}",AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B07ZQRX7FX,4,Fresh and Moisturizing,"Aside from being a tad overpriced for a daily face wash, this stuff is great. It smells like cucumber - clean and fresh, it has the consistency of aloe vera gel but a bit thicker. The lather is low-foam. It feels great on my skin, and leaves it feeling soft and moisturized. Definitely a high quality product."
"{""evidence"":{""negative_examples"":[""Didn't work for me."",""Overpriced for What You're Getting""],""positive_examples"":[""Great Hold, but Sticky"",""Excellent Quality Body Wash"",""Impressed!""]},""preferences"":{""what_they_value"":[""effectiveness"",""quality ingredients"",""value for money""],""liked_attributes"":[""moisturizing effects"",""strong hold"",""natural ingredients""],""common_complaints"":[""products too expensive"",""lack of visible results""],""disliked_attributes"":[""high price for low value"",""sticky texture""],""liked_product_types"":[""hair styling products"",""skincare moisturizers"",""body washes""],""disliked_product_types"":[""overpriced beauty products"",""ineffective lash enhancers""]},""writing_style"":{""tone"":""casual"",""length"":""medium"",""formality"":""casual"",""detail_level"":""medium"",""common_phrases"":[""I did not notice"",""leaves my hair feeling"",""excellent quality"",""overpriced for what you're getting""],""vocabulary_markers"":[""personal experience"",""observed effects"",""product attributes""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4,""rating_patterns"":""Gives 4-5 stars for effective products despite price concerns, 2-3 stars for underperforming or overpriced items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":11,""5"":4}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""medium"",""quality_sensitivity"":""high"",""preferred_categories"":[""All Beauty""],""verified_purchase_ratio"":0.11}}",AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B08BFH35VX,4,A Multi-Benefit Exfoliator,"Though a bit pricey at $20 for 3.4 ounces, this face scrub does deliver solid results. It smells great, very fresh and masculine. It thoroughly exfoliates my skin and leaves it feeling soft, clean, smooth and moisturized. I've found that it's great to use before shaving, as it preps the skin by smoothing and moisturizing it."
"{""evidence"":{""negative_examples"":[""Didn't work for me."",""Overpriced for What You're Getting""],""positive_examples"":[""Great Hold, but Sticky"",""Excellent Quality Body Wash"",""Impressed!""]},""preferences"":{""what_they_value"":[""effectiveness"",""quality ingredients"",""value for money""],""liked_attributes"":[""moisturizing effects"",""strong hold"",""natural ingredients""],""common_complaints"":[""products too expensive"",""lack of visible results""],""disliked_attributes"":[""high price for low value"",""sticky texture""],""liked_product_types"":[""hair styling products"",""skincare moisturizers"",""body washes""],""disliked_product_types"":[""overpriced beauty products"",""ineffective lash enhancers""]},""writing_style"":{""tone"":""casual"",""length"":""medium"",""formality"":""casual"",""detail_level"":""medium"",""common_phrases"":[""I did not notice"",""leaves my hair feeling"",""excellent quality"",""overpriced for what you're getting""],""vocabulary_markers"":[""personal experience"",""observed effects"",""product attributes""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4,""rating_patterns"":""Gives 4-5 stars for effective products despite price concerns, 2-3 stars for underperforming or overpriced items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":11,""5"":4}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""medium"",""quality_sensitivity"":""high"",""preferred_categories"":[""All Beauty""],""verified_purchase_ratio"":0.11}}",AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B0844X21MJ,4,Cool and Moisturizing,"This is definitely a ""cooling"" body wash. It makes my skin tingle and would be excellent in the summer months when you need to bring your body temperature down. The scent is like menthol-eucalyptus, but a bit sweeter. The lather is very thick and smooth, and it rinses away leaving my skin feeling cool and moisturized. The only reason for the 4-star rating is the price. $15 is a bit much for 6 ounces of product."
"{""evidence"":{""negative_examples"":[""Didn't work for me."",""Overpriced for What You're Getting""],""positive_examples"":[""Great Hold, but Sticky"",""Excellent Quality Body Wash"",""Impressed!""]},""preferences"":{""what_they_value"":[""effectiveness"",""quality ingredients"",""value for money""],""liked_attributes"":[""moisturizing effects"",""strong hold"",""natural ingredients""],""common_complaints"":[""products too expensive"",""lack of visible results""],""disliked_attributes"":[""high price for low value"",""sticky texture""],""liked_product_types"":[""hair styling products"",""skincare moisturizers"",""body washes""],""disliked_product_types"":[""overpriced beauty products"",""ineffective lash enhancers""]},""writing_style"":{""tone"":""casual"",""length"":""medium"",""formality"":""casual"",""detail_level"":""medium"",""common_phrases"":[""I did not notice"",""leaves my hair feeling"",""excellent quality"",""overpriced for what you're getting""],""vocabulary_markers"":[""personal experience"",""observed effects"",""product attributes""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4,""rating_patterns"":""Gives 4-5 stars for effective products despite price concerns, 2-3 stars for underperforming or overpriced items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":11,""5"":4}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""medium"",""quality_sensitivity"":""high"",""preferred_categories"":[""All Beauty""],""verified_purchase_ratio"":0.11}}",AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B086ST4W1C,5,Impressed!,"Never heard of this brand but it was definitely the packaging that caught my attention. The saying ""never judge a book by its cover"" does NOT apply in this CASE. PLEASE try out this mascara. My lashes looked significantly longer and thicker with out any flakes or clumps. A very long lasting mascara  for a relatively decent price. Also, considering how long lasting it wore, the removal was insanely easy. I love this mascara!"
"{""evidence"":{""negative_examples"":[""Didn't work for me."",""Overpriced for What You're Getting""],""positive_examples"":[""Great Hold, but Sticky"",""Excellent Quality Body Wash"",""Impressed!""]},""preferences"":{""what_they_value"":[""effectiveness"",""quality ingredients"",""value for money""],""liked_attributes"":[""moisturizing effects"",""strong hold"",""natural ingredients""],""common_complaints"":[""products too expensive"",""lack of visible results""],""disliked_attributes"":[""high price for low value"",""sticky texture""],""liked_product_types"":[""hair styling products"",""skincare moisturizers"",""body washes""],""disliked_product_types"":[""overpriced beauty products"",""ineffective lash enhancers""]},""writing_style"":{""tone"":""casual"",""length"":""medium"",""formality"":""casual"",""detail_level"":""medium"",""common_phrases"":[""I did not notice"",""leaves my hair feeling"",""excellent quality"",""overpriced for what you're getting""],""vocabulary_markers"":[""personal experience"",""observed effects"",""product attributes""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4,""rating_patterns"":""Gives 4-5 stars for effective products despite price concerns, 2-3 stars for underperforming or overpriced items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":11,""5"":4}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""medium"",""quality_sensitivity"":""high"",""preferred_categories"":[""All Beauty""],""verified_purchase_ratio"":0.11}}",AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B083C12NKM,4,A Good Addition,"This is a very decent palette for the price. I like the shades offered, and they are of good quality."
"{""evidence"":{""negative_examples"":[""Didn't work for me."",""Overpriced for What You're Getting""],""positive_examples"":[""Great Hold, but Sticky"",""Excellent Quality Body Wash"",""Impressed!""]},""preferences"":{""what_they_value"":[""effectiveness"",""quality ingredients"",""value for money""],""liked_attributes"":[""moisturizing effects"",""strong hold"",""natural ingredients""],""common_complaints"":[""products too expensive"",""lack of visible results""],""disliked_attributes"":[""high price for low value"",""sticky texture""],""liked_product_types"":[""hair styling products"",""skincare moisturizers"",""body washes""],""disliked_product_types"":[""overpriced beauty products"",""ineffective lash enhancers""]},""writing_style"":{""tone"":""casual"",""length"":""medium"",""formality"":""casual"",""detail_level"":""medium"",""common_phrases"":[""I did not notice"",""leaves my hair feeling"",""excellent quality"",""overpriced for what you're getting""],""vocabulary_markers"":[""personal experience"",""observed effects"",""product attributes""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4,""rating_patterns"":""Gives 4-5 stars for effective products despite price concerns, 2-3 stars for underperforming or overpriced items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":11,""5"":4}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""medium"",""quality_sensitivity"":""high"",""preferred_categories"":[""All Beauty""],""verified_purchase_ratio"":0.11}}",AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B078P6W1YV,3,"Great Hold, but Sticky","Applying to medium length hair with a light prestyler.<br /><br />Scent: Very spicy. Christmas spices.<br />Texture: Waxy clay. Very thick.<br />Application: Thick and a bit tough to emulsify in the hands. A bit sticky during application.<br />Styling: Pretty responsive, but you have to work quickly.<br />Finish: Very high hold. Fairly low shine, but not matte."
"{""evidence"":{""negative_examples"":[""Didn't work for me."",""Overpriced for What You're Getting""],""positive_examples"":[""Great Hold, but Sticky"",""Excellent Quality Body Wash"",""Impressed!""]},""preferences"":{""what_they_value"":[""effectiveness"",""quality ingredients"",""value for money""],""liked_attributes"":[""moisturizing effects"",""strong hold"",""natural ingredients""],""common_complaints"":[""products too expensive"",""lack of visible results""],""disliked_attributes"":[""high price for low value"",""sticky texture""],""liked_product_types"":[""hair styling products"",""skincare moisturizers"",""body washes""],""disliked_product_types"":[""overpriced beauty products"",""ineffective lash enhancers""]},""writing_style"":{""tone"":""casual"",""length"":""medium"",""formality"":""casual"",""detail_level"":""medium"",""common_phrases"":[""I did not notice"",""leaves my hair feeling"",""excellent quality"",""overpriced for what you're getting""],""vocabulary_markers"":[""personal experience"",""observed effects"",""product attributes""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4,""rating_patterns"":""Gives 4-5 stars for effective products despite price concerns, 2-3 stars for underperforming or overpriced items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":11,""5"":4}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""medium"",""quality_sensitivity"":""high"",""preferred_categories"":[""All Beauty""],""verified_purchase_ratio"":0.11}}",AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B07VGBBNTH,4,A Great Combination,"I love the combination of this shampoo and conditioner. Both smell like sweet coconut.<br />The shampoo has a thick and luxurious lather and definitely feels like it adds volume to my hair.<br />The conditioner is thick, but light, a bit like a body butter. It softens my hair and leaves it extremely soft and silky.<br />The only reason I can't give these products five stars is because I think they're a bit overpriced. Yes, they create great results, but so do a lot of comparable brands that are less than half the price."
"{""evidence"":{""negative_examples"":[""Didn't work for me."",""Overpriced for What You're Getting""],""positive_examples"":[""Great Hold, but Sticky"",""Excellent Quality Body Wash"",""Impressed!""]},""preferences"":{""what_they_value"":[""effectiveness"",""quality ingredients"",""value for money""],""liked_attributes"":[""moisturizing effects"",""strong hold"",""natural ingredients""],""common_complaints"":[""products too expensive"",""lack of visible results""],""disliked_attributes"":[""high price for low value"",""sticky texture""],""liked_product_types"":[""hair styling products"",""skincare moisturizers"",""body washes""],""disliked_product_types"":[""overpriced beauty products"",""ineffective lash enhancers""]},""writing_style"":{""tone"":""casual"",""length"":""medium"",""formality"":""casual"",""detail_level"":""medium"",""common_phrases"":[""I did not notice"",""leaves my hair feeling"",""excellent quality"",""overpriced for what you're getting""],""vocabulary_markers"":[""personal experience"",""observed effects"",""product attributes""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4,""rating_patterns"":""Gives 4-5 stars for effective products despite price concerns, 2-3 stars for underperforming or overpriced items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":11,""5"":4}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""medium"",""quality_sensitivity"":""high"",""preferred_categories"":[""All Beauty""],""verified_purchase_ratio"":0.11}}",AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B07ZS3DKL5,4,High Quality Face Moisturizer,"I really like this moisturizer. The consistency is extremely soft and smooth, and it feels incredible on my skin. It moisturizes wonderfully and feels like it actually fortifies the skin, making it feel thicker and stronger. The scent is very fresh and it absorbs well. I am already noticing (after a few days) a slight lightening of the skin under my eyes, which is exciting. A bit pricey, but definitely high quality."
"{""evidence"":{""negative_examples"":[""Didn't work for me."",""Overpriced for What You're Getting""],""positive_examples"":[""Great Hold, but Sticky"",""Excellent Quality Body Wash"",""Impressed!""]},""preferences"":{""what_they_value"":[""effectiveness"",""quality ingredients"",""value for money""],""liked_attributes"":[""moisturizing effects"",""strong hold"",""natural ingredients""],""common_complaints"":[""products too expensive"",""lack of visible results""],""disliked_attributes"":[""high price for low value"",""sticky texture""],""liked_product_types"":[""hair styling products"",""skincare moisturizers"",""body washes""],""disliked_product_types"":[""overpriced beauty products"",""ineffective lash enhancers""]},""writing_style"":{""tone"":""casual"",""length"":""medium"",""formality"":""casual"",""detail_level"":""medium"",""common_phrases"":[""I did not notice"",""leaves my hair feeling"",""excellent quality"",""overpriced for what you're getting""],""vocabulary_markers"":[""personal experience"",""observed effects"",""product attributes""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4,""rating_patterns"":""Gives 4-5 stars for effective products despite price concerns, 2-3 stars for underperforming or overpriced items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":11,""5"":4}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""medium"",""quality_sensitivity"":""high"",""preferred_categories"":[""All Beauty""],""verified_purchase_ratio"":0.11}}",AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B08693T3XR,5,Really Nice,These bottles are very good quality. All in perfect working order. They’re a great buy for the price.
"{""evidence"":{""negative_examples"":[""Didn't work for me."",""Overpriced for What You're Getting""],""positive_examples"":[""Great Hold, but Sticky"",""Excellent Quality Body Wash"",""Impressed!""]},""preferences"":{""what_they_value"":[""effectiveness"",""quality ingredients"",""value for money""],""liked_attributes"":[""moisturizing effects"",""strong hold"",""natural ingredients""],""common_complaints"":[""products too expensive"",""lack of visible results""],""disliked_attributes"":[""high price for low value"",""sticky texture""],""liked_product_types"":[""hair styling products"",""skincare moisturizers"",""body washes""],""disliked_product_types"":[""overpriced beauty products"",""ineffective lash enhancers""]},""writing_style"":{""tone"":""casual"",""length"":""medium"",""formality"":""casual"",""detail_level"":""medium"",""common_phrases"":[""I did not notice"",""leaves my hair feeling"",""excellent quality"",""overpriced for what you're getting""],""vocabulary_markers"":[""personal experience"",""observed effects"",""product attributes""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4,""rating_patterns"":""Gives 4-5 stars for effective products despite price concerns, 2-3 stars for underperforming or overpriced items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":11,""5"":4}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""medium"",""quality_sensitivity"":""high"",""preferred_categories"":[""All Beauty""],""verified_purchase_ratio"":0.11}}",AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B0851QJPZY,4,Pricey but Decent,"This has worked pretty well for me over the past couple weeks of use, but I can’t say it’s worked better than products that cost half the price. It’s a good moisturizer, but it’s overpriced."
"{""evidence"":{""negative_examples"":[""Didn't work for me."",""Overpriced for What You're Getting""],""positive_examples"":[""Great Hold, but Sticky"",""Excellent Quality Body Wash"",""Impressed!""]},""preferences"":{""what_they_value"":[""effectiveness"",""quality ingredients"",""value for money""],""liked_attributes"":[""moisturizing effects"",""strong hold"",""natural ingredients""],""common_complaints"":[""products too expensive"",""lack of visible results""],""disliked_attributes"":[""high price for low value"",""sticky texture""],""liked_product_types"":[""hair styling products"",""skincare moisturizers"",""body washes""],""disliked_product_types"":[""overpriced beauty products"",""ineffective lash enhancers""]},""writing_style"":{""tone"":""casual"",""length"":""medium"",""formality"":""casual"",""detail_level"":""medium"",""common_phrases"":[""I did not notice"",""leaves my hair feeling"",""excellent quality"",""overpriced for what you're getting""],""vocabulary_markers"":[""personal experience"",""observed effects"",""product attributes""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4,""rating_patterns"":""Gives 4-5 stars for effective products despite price concerns, 2-3 stars for underperforming or overpriced items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":11,""5"":4}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""medium"",""quality_sensitivity"":""high"",""preferred_categories"":[""All Beauty""],""verified_purchase_ratio"":0.11}}",AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B07GDBN9LB,2,Didn't work for me.,This is my own personal experience with this lash growth enhancer and my own opinion. I did not notice any difference in my lashes since I started using it a month ago. I've documented my experience with pictures every 3 days. I gave it 2 stars and not 1 because I've seen that it's worked for others but I guess it isn't compatible with my biology. I'm  bit disappointed.
"{""evidence"":{""negative_examples"":[""Didn't work for me."",""Overpriced for What You're Getting""],""positive_examples"":[""Great Hold, but Sticky"",""Excellent Quality Body Wash"",""Impressed!""]},""preferences"":{""what_they_value"":[""effectiveness"",""quality ingredients"",""value for money""],""liked_attributes"":[""moisturizing effects"",""strong hold"",""natural ingredients""],""common_complaints"":[""products too expensive"",""lack of visible results""],""disliked_attributes"":[""high price for low value"",""sticky texture""],""liked_product_types"":[""hair styling products"",""skincare moisturizers"",""body washes""],""disliked_product_types"":[""overpriced beauty products"",""ineffective lash enhancers""]},""writing_style"":{""tone"":""casual"",""length"":""medium"",""formality"":""casual"",""detail_level"":""medium"",""common_phrases"":[""I did not notice"",""leaves my hair feeling"",""excellent quality"",""overpriced for what you're getting""],""vocabulary_markers"":[""personal experience"",""observed effects"",""product attributes""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4,""rating_patterns"":""Gives 4-5 stars for effective products despite price concerns, 2-3 stars for underperforming or overpriced items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":11,""5"":4}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""medium"",""quality_sensitivity"":""high"",""preferred_categories"":[""All Beauty""],""verified_purchase_ratio"":0.11}}",AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B07XF5F1X9,4,Excellent Quality Body Wash,"This body wash is excellent. The scent is delicious, like real orange, the lather is thick with small bubbles, and it noticeably moisturizes your skin. The only drawback is the price. It's currently listed for $10 for 4 ounces, which is basically travel size."
"{""evidence"":{""negative_examples"":[""Didn't work for me."",""Overpriced for What You're Getting""],""positive_examples"":[""Great Hold, but Sticky"",""Excellent Quality Body Wash"",""Impressed!""]},""preferences"":{""what_they_value"":[""effectiveness"",""quality ingredients"",""value for money""],""liked_attributes"":[""moisturizing effects"",""strong hold"",""natural ingredients""],""common_complaints"":[""products too expensive"",""lack of visible results""],""disliked_attributes"":[""high price for low value"",""sticky texture""],""liked_product_types"":[""hair styling products"",""skincare moisturizers"",""body washes""],""disliked_product_types"":[""overpriced beauty products"",""ineffective lash enhancers""]},""writing_style"":{""tone"":""casual"",""length"":""medium"",""formality"":""casual"",""detail_level"":""medium"",""common_phrases"":[""I did not notice"",""leaves my hair feeling"",""excellent quality"",""overpriced for what you're getting""],""vocabulary_markers"":[""personal experience"",""observed effects"",""product attributes""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4,""rating_patterns"":""Gives 4-5 stars for effective products despite price concerns, 2-3 stars for underperforming or overpriced items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":11,""5"":4}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""medium"",""quality_sensitivity"":""high"",""preferred_categories"":[""All Beauty""],""verified_purchase_ratio"":0.11}}",AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B07WRVM3Z2,4,Deep Cleaning,"I really like the consistency of this face wash. It's like wet clay, with a gentle and pleasant scent. It has just the right amount of lather and it spreads very easily over my face. The only drawback is that is will dry your face out. I suppose this can be countered with a basic facial moisturizer."
"{""evidence"":{""negative_examples"":[""I returned this. Not worth it."",""they break fairly easy"",""you do have to do an extra step to be clean after""],""positive_examples"":[""This wa a perfect. It is actually thick but liquidy."",""Definitely worth it."",""I ended up keeping it for myself!!""]},""preferences"":{""what_they_value"":[""practicality"",""value for money"",""ease of use"",""results on damaged hair""],""liked_attributes"":[""effectiveness on damaged hair"",""convenience for travel"",""natural ingredients"",""reusability""],""common_complaints"":[""products break easily"",""require additional steps"",""not suitable for daily use""],""disliked_attributes"":[""messiness"",""lack of durability"",""thin materials"",""non-English instructions""],""liked_product_types"":[""hair treatments"",""travel-sized beauty products"",""reusable items"",""skincare for sensitive skin""],""disliked_product_types"":[""single-use items"",""products requiring extra steps"",""thin or flimsy materials""]},""writing_style"":{""tone"":""casual and conversational"",""length"":""medium"",""formality"":""casual"",""detail_level"":""high"",""common_phrases"":[""I have..."",""I noticed..."",""The problem with..."",""I wish..."",""You have to...""],""vocabulary_markers"":[""personal anecdotes"",""contractions"",""informal phrasing""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4.36,""rating_patterns"":""Gives 4-5 stars for functional products with minor flaws; 1 star for complete dissatisfaction (e.g., returned item)."",""rating_distribution"":{""1"":1,""2"":0,""3"":0,""4"":5,""5"":5}},""cultural_signals"":""Mentions 'Asian eyes' as a factor in beauty preferences; references to Latisse and lash extensions suggest familiarity with Western beauty trends."",""purchase_behavior"":{""price_sensitivity"":""unknown"",""quality_sensitivity"":""high"",""preferred_categories"":[""All Beauty"",""Premium Beauty""],""verified_purchase_ratio"":0.18}}",AGFBEZSOTMPM4M4CHRW3QPDAHJUQ,B07WGKT7DL,1,returned,I returned this. Not worth it. was not as expected. Can't get a response
